+--------------------------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+
|                  Account                   |   Pf Mo 1    |   Pf Mo 2    |   Pf Mo 3    |   Pf Mo 4    |   Pf Mo 5    |   Pf Mo 6    |   Pf Mo 7    |   Pf Mo 8    |   Pf Mo 9    |   Pf Mo 10   |   Pf Mo 11   |   Pf Mo 12   |   Pf Mo 13   |   Pf Mo 14   |   Pf Mo 15   |   Pf Mo 16   |   Pf Mo 17   |   Pf Mo 18   |   Pf Mo 19   |   Pf Mo 20   |   Pf Mo 21   |   Pf Mo 22   |   Pf Mo 23   |   Pf Mo 24   |   Pf Mo 25   |   Pf Mo 26   |   Pf Mo 27   |   Pf Mo 28   |   Pf Mo 29   |   Pf Mo 30   |   Pf Mo 31   |   Pf Mo 32   |   Pf Mo 33   |   Pf Mo 34   |   Pf Mo 35   |   Pf Mo 36   |   Pf Mo 37   |   Pf Mo 38   |   Pf Mo 39   |   Pf Mo 40   |   Pf Mo 41   |   Pf Mo 42   |   Pf Mo 43   |   Pf Mo 44   |   Pf Mo 45   |   Pf Mo 46   |   Pf Mo 47   |   Pf Mo 48   |   Pf Mo 49   |   Pf Mo 50   |   Pf Mo 51   |   Pf Mo 52   |   Pf Mo 53   |   Pf Mo 54   |   Pf Mo 55   |   Pf Mo 56   |   Pf Mo 57   |   Pf Mo 58   |   Pf Mo 59   |   Pf Mo 60   |
+--------------------------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+
|                market_rent                 | $288,624.98  | $289,346.54  | $290,069.91  | $290,795.08  | $291,522.07  | $292,250.88  | $292,981.50  | $293,713.96  | $294,448.24  | $295,184.36  | $295,922.32  | $296,662.13  | $297,403.78  | $298,147.29  | $298,892.66  | $299,639.89  | $300,388.99  | $301,139.97  | $301,892.82  | $302,647.55  | $303,404.17  | $304,162.68  | $304,923.08  | $305,685.39  | $306,449.61  | $307,215.73  | $307,983.77  | $308,753.73  | $309,525.61  | $310,299.43  | $311,075.18  | $311,852.86  | $312,632.50  | $313,414.08  | $314,197.61  | $314,983.11  | $315,770.56  | $316,559.99  | $317,351.39  | $318,144.77  | $318,940.13  | $319,737.48  | $320,536.82  | $321,338.17  | $322,141.51  | $322,946.87  | $323,754.23  | $324,563.62  | $325,375.03  | $326,188.46  | $327,003.94  | $327,821.45  | $328,641.00  | $329,462.60  | $330,286.26  | $331,111.97  | $331,939.75  | $332,769.60  | $333,601.53  | $334,435.53  |
|             gain/loss_to_lease             | ($31,570.96) | ($31,649.89) | ($31,729.01) | ($31,808.33) | ($31,887.85) | ($31,967.57) | ($32,047.49) | ($32,127.61) | ($32,207.93) | ($32,288.45) | ($32,369.17) | ($32,450.09) | ($32,531.22) | ($32,612.55) | ($32,694.08) | ($32,775.81) | ($32,857.75) | ($32,939.90) | ($33,022.25) | ($33,104.80) | ($33,187.56) | ($33,270.53) | ($33,353.71) | ($33,437.09) | ($33,520.69) | ($33,604.49) | ($33,688.50) | ($33,772.72) | ($33,857.15) | ($33,941.80) | ($34,026.65) | ($34,111.72) | ($34,197.00) | ($34,282.49) | ($34,368.20) | ($34,454.12) | ($34,540.25) | ($34,626.60) | ($34,713.17) | ($34,799.95) | ($34,886.95) | ($34,974.17) | ($35,061.60) | ($35,149.26) | ($35,237.13) | ($35,325.22) | ($35,413.54) | ($35,502.07) | ($35,590.83) | ($35,679.80) | ($35,769.00) | ($35,858.42) | ($35,948.07) | ($36,037.94) | ($36,128.04) | ($36,218.36) | ($36,308.90) | ($36,399.67) | ($36,490.67) | ($36,581.90) |
|            gross_potential_rent            | $257,054.02  | $257,696.66  | $258,340.90  | $258,986.75  | $259,634.22  | $260,283.30  | $260,934.01  | $261,586.35  | $262,240.31  | $262,895.91  | $263,553.15  | $264,212.04  | $264,872.57  | $265,534.75  | $266,198.58  | $266,864.08  | $267,531.24  | $268,200.07  | $268,870.57  | $269,542.75  | $270,216.60  | $270,892.14  | $271,569.37  | $272,248.30  | $272,928.92  | $273,611.24  | $274,295.27  | $274,981.01  | $275,668.46  | $276,357.63  | $277,048.52  | $277,741.15  | $278,435.50  | $279,131.59  | $279,829.42  | $280,528.99  | $281,230.31  | $281,933.39  | $282,638.22  | $283,344.82  | $284,053.18  | $284,763.31  | $285,475.22  | $286,188.91  | $286,904.38  | $287,621.64  | $288,340.70  | $289,061.55  | $289,784.20  | $290,508.66  | $291,234.93  | $291,963.02  | $292,692.93  | $293,424.66  | $294,158.22  | $294,893.62  | $295,630.85  | $296,369.93  | $297,110.85  | $297,853.63  |
|                  bad_debt                  | ($77,116.21) | ($75,233.11) | ($73,340.11) | ($71,437.18) | ($69,524.27) | ($67,601.36) | ($65,668.39) | ($63,725.34) | ($61,772.16) | ($59,808.82) | ($57,835.28) | ($55,851.49) | ($53,857.42) | ($51,853.04) | ($49,838.29) | ($47,813.15) | ($45,777.57) | ($43,731.51) | ($41,674.94) | ($39,607.81) | ($37,530.08) | ($35,441.72) | ($33,342.68) | ($31,232.93) | ($29,112.42) | ($26,981.11) | ($24,838.96) | ($22,685.93) | ($20,521.99) | ($18,347.08) | ($16,161.16) | ($13,964.21) | ($11,756.17) | ($9,537.00)  | ($7,306.66)  | ($5,065.11)  | ($2,812.30)  | ($2,819.33)  | ($2,826.38)  | ($2,833.45)  | ($2,840.53)  | ($2,847.63)  | ($2,854.75)  | ($2,861.89)  | ($2,869.04)  | ($2,876.22)  | ($2,883.41)  | ($2,890.62)  | ($2,897.84)  | ($2,905.09)  | ($2,912.35)  | ($2,919.63)  | ($2,926.93)  | ($2,934.25)  | ($2,941.58)  | ($2,948.94)  | ($2,956.31)  | ($2,963.70)  | ($2,971.11)  | ($2,978.54)  |
|           recurring_concessions            |  ($785.20)   |  ($787.16)   |  ($789.13)   |  ($791.10)   |  ($793.08)   |  ($795.06)   |  ($797.05)   |  ($799.04)   |  ($801.04)   |  ($803.04)   |  ($805.05)   |  ($807.06)   |  ($809.08)   |  ($811.10)   |  ($813.13)   |  ($815.16)   |  ($817.20)   |  ($819.24)   |  ($821.29)   |  ($823.35)   |  ($825.40)   |  ($827.47)   |  ($829.54)   |  ($831.61)   |  ($833.69)   |  ($835.77)   |  ($837.86)   |  ($839.96)   |  ($842.06)   |  ($844.16)   |  ($846.27)   |  ($848.39)   |  ($850.51)   |  ($852.64)   |  ($854.77)   |  ($856.90)   |  ($859.05)   |  ($861.19)   |  ($863.35)   |  ($865.51)   |  ($867.67)   |  ($869.84)   |  ($872.01)   |  ($874.19)   |  ($876.38)   |  ($878.57)   |  ($880.77)   |  ($882.97)   |  ($885.18)   |  ($887.39)   |  ($889.61)   |  ($891.83)   |  ($894.06)   |  ($896.30)   |  ($898.54)   |  ($900.78)   |  ($903.04)   |  ($905.29)   |  ($907.56)   |  ($909.82)   |
|         non-recurring_concessions          |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |
|               employee_units               |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |
|             model_units/admin              |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |
|             contruction_units              |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |    $0.00     |
